Urdu,Roman_Urdu
اک عبث کا وجود ہے جس سے,ik abas k vajd hai jis se
زندگی کو مراد پانی ہے,zindag ko murd paan hai
شام ہے اور صحن میں دل کے,shaam hai aur sahn me dil ke
اک عجب حزن آسمانی ہے,ik ajab huznesmn hai
آج میں نے اپنا پھر سودا کیا,aaj mai ne apn phir saud kiy
اور پھر میں دور سے دیکھا کیا,aur phir mai duur se dekh kiy
زندگی بھر میرے کام آئے اصول,zindagbhar mere kaam aae usuul
ایک اک کر کے انہیں بیچا کیا,ek ik kar ke unhe bech kiy
بندھ گئی تھی دل میں کچھ امید سی,badh ga th dil me kuchh ummd s
خیر تم نے جو کیا اچھا کیا,hair tum ne jo kiy achchh kiy
کچھ کمی اپنی وفاؤں میں بھی تھی,kuchh kam apn vafo me bh th
تم سے کیا کہتے کہ تم نے کیا کیا,tum se ky kahte ki tum ne ky kiy
کیا بتاؤں کون تھا جس نے مجھے,ky bat kaun th jis ne mujhe
اس بھری دنیا میں ہے تنہا کیا,is bhar duniy me hai tanh kiy
ابھی ضمیر میں تھوڑی سی جان باقی ہے,abh zamr me tho s jaan baaq hai
ابھی ہمارا کوئی امتحان باقی ہے,abh hamr ko imtihn baaq hai
ہمارے گھر کو تو اجڑے ہوئے زمانہ ہوا,hamre ghar ko to uje hue zamna hu
مگر سنا ہے ابھی وہ مکان باقی ہے,magar sun hai abh vo makn baaq hai
ہماری ان سے جو تھی گفتگو وہ ختم ہوئی,hamr un se jo th guftug vo hatm hu
مگر سکوت سا کچھ درمیان باقی ہے,magar sukt s kuchh darmiyn baaq hai
ہمارے ذہن کی بستی میں آگ ایسی لگی,hamre zehn k bast me aag ais lag
کہ جو تھا خاک ہوا اک دکان باقی ہے,ki jo th haak hu ik dukn baaq hai
وہ زخم بھر گیا عرصہ ہوا مگر اب تک,vo zahm bhar gay arsa hu magar ab tak
ذرا سا درد ذرا سا نشان باقی ہے,zar s dard zar s nishn baaq hai
ذرا سی بات جو پھیلی تو داستان بنی,zar s baat jo phail to dstn ban
وہ بات ختم ہوئی داستان باقی ہے,vo baat hatm hu dstn baaq hai
اب آیا تیر چلانے کا فن تو کیا آیا,ab aay tiir chalne k fan to ky aay
ہمارے ہاتھ میں خالی کمان باقی ہے,hamre haath me hl kamn baaq hai
بظاہر کیا ہے جو حاصل نہیں ہے,bazhir ky hai jo hsil nah hai
مگر یہ تو مری منزل نہیں ہے,magar ye to mir manzil nah hai
یہ تودہ ریت کا ہے بیچ دریا,ye tuuda ret k hai beach dariy
یہ بہہ جائے گا یہ ساحل نہیں ہے,ye bah jeg ye shil nah hai
بہت آسان ہے پہچان اس کی,bahut sn hai pahchn us k
اگر دکھتا نہیں تو دل نہیں ہے,agar dukht nah to dil nah hai
مسافر وہ عجب ہے کارواں میں,musfir vo ajab hai krv me
کہ جو ہم راہ ہے شامل نہیں ہے,ki jo hamrh hai shmil nah hai
بس اک مقتول ہی مقتول کب ہے,bas ik maqtl h maqtl kab hai
بس اک قاتل ہی تو قاتل نہیں ہے,bas ik qtil h to qtil nah hai
کبھی تو رات کو تم رات کہہ دو,kabh to raat ko tum raat kah do
یہ کام اتنا بھی اب مشکل نہیں ہے,ye kaam itn bh ab mushkil nah hai
بہانہ ڈھونڈتے رہتے ہیں کوئی رونے کا,bahna dhdte rahte hai ko rone k
ہمیں یہ شوق ہے کیا آستیں بھگونے کا,hame ye shauq hai ky st bhigone k
اگر پلک پہ ہے موتی تو یہ نہیں کافی,agar palak pe hai mot to ye nah kaaf
ہنر بھی چاہئے الفاظ میں پرونے کا,hunar bh chhiye alfz me pirone k
جو فصل خواب کی تیار ہے تو یہ جانو,jo fasl hvb k tayyr hai to ye jaano
کہ وقت آ گیا پھر درد کوئی بونے کا,ki vaqt aa gay phir dard ko bone k
یہ زندگی بھی عجب کاروبار ہے کہ مجھے,ye zindag bh ajab krobr hai ki mujhe
خوشی ہے پانے کی کوئی نہ رنج کھونے کا,hush hai paane k ko na raj khone k
ہے پاش پاش مگر پھر بھی مسکراتا ہے,hai paash paash magar phir bh muskurt hai
وہ چہرہ جیسے ہو ٹوٹے ہوئے کھلونے کا,vo chehra jaise ho tuute hue khilaune k
درد اپناتا ہے پرائے کون,dard apnt hai pare kaun
کون سنتا ہے اور سنائے کون,kaun sunt hai aur sune kaun
کون دہرائے پھر وہی باتیں,kaun dohre phir vah bte
غم ابھی سویا ہے جگائے کون,ham abh soy hai jage kaun
اب سکوں ہے تو بھولنے میں ہے,ab suk hai to bhlne me hai
لیکن اس شخص کو بھلائے کون,lekin us shahs ko bhule kaun
وہ جو اپنے ہیں کیا وہ اپنے ہیں,vo jo apne hai ky vo apne hai
کون دکھ جھیلے آزمائے کون,kaun dukh jhele zme kaun
آج پھر دل ہے کچھ اداس اداس,aaj phir dil hai kuchh udaas udaas
دیکھیے آج یاد آئے کون,dekhiye aaj yaad aae kaun
درد کے پھول بھی کھلتے ہیں بکھر جاتے ہیں,dard ke phuul bh khilte hai bikhar jaate hai
زخم کیسے بھی ہوں کچھ روز میں بھر جاتے ہیں,zahm kaise bh ho kuchh roz me bhar jaate hai
راستہ روکے کھڑی ہے یہی الجھن کب سے,rsta roke kha hai yah uljhan kab se
کوئی پوچھے تو کہیں کیا کہ کدھر جاتے ہیں,ko pchhe to kahe ky ki kidhar jaate hai
چھت کی کڑیوں سے اترتے ہیں مرے خواب مگر,chhat k kaiyo se utarte hai mire hvb magar
میری دیواروں سے ٹکرا کے بکھر جاتے ہیں,mer dvro se takr ke bikhar jaate hai
نرم الفاظ بھلی باتیں مہذب لہجے,narm alfz bhal bte mohazzab lahje
پہلی بارش ہی میں یہ رنگ اتر جاتے ہیں,pahl brish h me ye rag utar jaate hai
اس دریچے میں بھی اب کوئی نہیں اور ہم بھی,us darche me bh ab ko nah aur ham bh
سر جھکائے ہوئے چپ چاپ گزر جاتے ہیں,sar jhuke hue chupchp guzar jaate hai
درد کچھ دن تو میہماں ٹھہرے,dard kuchh din to mehm thahre
ہم بضد ہیں کہ میزباں ٹھہرے,ham bazid hai ki mezb thahre
صرف تنہائی صرف ویرانی,sirf tanh sirf vrn
یہ نظر جب اٹھے جہاں ٹھہرے,ye nazar jab uthe jah thahre
کون سے زخم پر پڑاؤ کیا,kaun se zahm par pav kiy
درد کے قافلے کہاں ٹھہرے,dard ke qfile kah thahre
کیسے دل میں خوشی بسا لوں میں,kaise dil me hush bas luu mai
کیسے مٹھی میں یہ دھواں ٹھہرے,kaise mutth me ye dhu thahre
تھی کہیں مصلحت کہیں جرأت,th kah maslahat kah jurat
ہم کہیں ان کے درمیاں ٹھہرے,ham kah in ke darmiy thahre
دست بردار اگر آپ غضب سے ہو جائیں,dastbardr agar aap hazab se ho jaae
ہر ستم بھول کے ہم آپ کے اب سے ہو جائیں,har sitam bhuul ke ham aap ke ab se ho jaae
چودھویں شب ہے تو کھڑکی کے گرا دو پردے,chaudhv shab hai to khik ke gir do parde
کون جانے کہ وہ ناراض ہی شب سے ہو جائیں,kaun jaane ki vo nrz h shab se ho jaae
ایک خوشبو کی طرح پھیلتے ہیں محفل میں,ek hushb k tarah phailte hai mahfil me
ایسے الفاظ ادا جو ترے لب سے ہو جائیں,aise alfz ad jo tire lab se ho jaae
نہ کوئی عشق ہے باقی نہ کوئی پرچم ہے,na ko ishq hai baaq na ko parcham hai
لوگ دیوانے بھلا کس کے سبب سے ہو جائیں,log dvne bhal kis ke sabab se ho jaae
باندھ لو ہاتھ کہ پھیلیں نہ کسی کے آگے,bdh lo haath ki phaile na kis ke aage
سی لو یہ لب کہ کہیں وہ نہ طلب سے ہو جائیں,s lo ye lab ki kah vo na talab se ho jaae
بات تو چھیڑ مرے دل کوئی قصہ تو سنا,baat to chhe mire dil ko qissa to sun
کیا عجب ان کے بھی جذبات عجب سے ہو جائیں,ky ajab un ke bh jazbt ajab se ho jaae
دل کا ہر درد کھو گیا جیسے,dil k har dard kho gay jaise
میں تو پتھر کا ہو گیا جیسے,mai to patthar k ho gay jaise
داغ باقی نہیں کہ نقش کہوں,daah baaq nah ki naqsh kah
کوئی دیوار دھو گیا جیسے,ko dvr dho gay jaise
جاگتا ذہن غم کی دھوپ میں تھا,jgt zehn ham k dhuup me th
چھاؤں پاتے ہی سو گیا جیسے,chhv paate h so gay jaise
دیکھنے والا تھا کل اس کا تپاک,dekhne vaal th kal us k tapk
پھر سے وہ غیر ہو گیا جیسے,phir se vo hair ho gay jaise
کچھ بچھڑنے کے بھی طریقے ہیں,kuchh bichhane ke bh tarqe hai
خیر جانے دو جو گیا جیسے,hair jaane do jo gay jaise
دل میں مہک رہے ہیں کسی آرزو کے پھول,dil me mahak rahe hai kis aarz ke phuul
پلکوں پہ کھلنے والے ہیں شاید لہو کے پھول,palko pe khilne vaale hai shyad lah ke phuul
اب تک ہے کوئی بات مجھے یاد حرف حرف,ab tak hai ko baat mujhe yaad harf harf
اب تک میں چن رہا ہوں کسی گفتگو کے پھول,ab tak mai chun rah huu kis guftug ke phuul
کلیاں چٹک رہی تھیں کہ آواز تھی کوئی,kaliy chatak rah thii ki vz th ko
اب تک سماعتوں میں ہیں اک خوش گلو کے پھول,ab tak samato me hai ik hushgul ke phuul
میرے لہو کا رنگ ہے ہر نوک خار پر,mere lah k rag hai har nokehr par
صحرا میں ہر طرف ہیں مری جستجو کے پھول,sahr me har taraf hai mir justuj ke phuul
دیوانے کل جو لوگ تھے پھولوں کے عشق میں,dvne kal jo log the phlo ke ishq me
اب ان کے دامنوں میں بھرے ہیں رفو کے پھول,ab un ke dmano me bhare hai raf ke phuul
دکھ کے جنگل میں پھرتے ہیں کب سے مارے مارے لوگ,dukh ke jagal me phirte hai kab se maare maare log
جو ہوتا ہے سہہ لیتے ہیں کیسے ہیں بے چارے لوگ,jo hot hai sah lete hai kaise hai bechre log
جیون جیون ہم نے جگ میں کھیل یہی ہوتے دیکھا,jvan jvan ham ne jag me khel yah hote dekh
دھیرے دھیرے جیتی دنیا دھیرے دھیرے ہارے لوگ,dhre dhre jiit duniy dhre dhre haare log
وقت سنگھاسن پر بیٹھا ہے اپنے راگ سناتا ہے,vaqt singhsan par baith hai apne raag sunt hai
سنگت دینے کو پاتے ہیں سانسوں کے اکتارے لوگ,sagat dene ko paate hai sso ke uktre log
نیکی اک دن کام آتی ہے ہم کو کیا سمجھاتے ہو,nek ik din kaam aat hai ham ko ky samjhte ho
ہم نے بے بس مرتے دیکھے کیسے پیارے پیارے لوگ,ham ne bebas marte dekhe kaise pyre pyre log
اس نگری میں کیوں ملتی ہے روٹی سپنوں کے بدلے,is nagr me kyuu milt hai rot sapno ke badle
جن کی نگری ہے وہ جانیں ہم ٹھہرے بنجارے لوگ,jin k nagr hai vo jne ham thahre banjre log
غم ہوتے ہیں جہاں ذہانت ہوتی ہے,ham hote hai jah zehnat hot hai
دنیا میں ہر شے کی قیمت ہوتی ہے,duniy me har shai k qmat hot hai
اکثر وہ کہتے ہیں وہ بس میرے ہیں,akasr vo kahte hai vo bas mere hai
اکثر کیوں کہتے ہیں حیرت ہوتی ہے,akasr kyuu kahte hai hairat hot hai
تب ہم دونوں وقت چرا کر لاتے تھے,tab ham dono vaqt chur kar laate the
اب ملتے ہیں جب بھی فرصت ہوتی ہے,ab milte hai jab bh fursat hot hai
اپنی محبوبہ میں اپنی ماں دیکھیں,apn mahbba me apn maa dekhe
بن ماں کے لڑکوں کی فطرت ہوتی ہے,bin maa ke lako k fitrat hot hai
اک کشتی میں ایک قدم ہی رکھتے ہیں,ik kasht me ek qadam h rakhte hai
کچھ لوگوں کی ایسی عادت ہوتی ہے,kuchh logo k ais aadat hot hai
ہم نے ڈھونڈیں بھی تو ڈھونڈیں ہیں سہارے کیسے,ham ne dhde bh to dhde hai sahre kaise
ان سرابوں پہ کوئی عمر گزارے کیسے,in sarbo pe ko umr guzre kaise
ہاتھ کو ہاتھ نہیں سوجھے وہ تاریکی تھی,haath ko haath nah sjhe vo trk th
آ گئے ہاتھ میں کیا جانے ستارے کیسے,aa gae haath me ky jaane sitre kaise
ہر طرف شور اسی نام کا ہے دنیا میں,har taraf shor us naam k hai duniy me
کوئی اس کو جو پکارے تو پکارے کیسے,ko us ko jo pukre to pukre kaise
دل بجھا جتنے تھے ارمان سبھی خاک ہوئے,dil bujh jitne the armn sabh haak hue
راکھ میں پھر یہ چمکتے ہیں شرارے کیسے,raakh me phir ye chamakte hai sharre kaise
نہ تو دم لیتی ہے تو اور نہ ہوا تھمتی ہے,na to dam let hai t aur na hav thamt hai
زندگی زلف تری کوئی سنوارے کیسے,zindag zulf tir ko savre kaise
ہم تو بچپن میں بھی اکیلے تھے,ham to bachpan me bh akele the
صرف دل کی گلی میں کھیلے تھے,sirf dil k gal me khele the
اک طرف مورچے تھے پلکوں کے,ik taraf morche the palko ke
اک طرف آنسوؤں کے ریلے تھے,ik taraf suo ke rele the
تھیں سجی حسرتیں دکانوں پر,thii saj hasrate dukno par
زندگی کے عجیب میلے تھے,zindag ke ajiib mele the
خود کشی کیا دکھوں کا حل بنتی,hudkush ky dukho k hal bant
موت کے اپنے سو جھمیلے تھے,maut ke apne sau jhamele the
ذہن و دل آج بھوکے مرتے ہیں,zehn o dil aaj bhke marte hai
ان دنوں ہم نے فاقے جھیلے تھے,un dino ham ne faaqe jhele the
ہمارے دل میں اب تلخی نہیں ہے,hamre dil me ab talh nah hai
مگر وہ بات پہلے سی نہیں ہے,magar vo baat pahle s nah hai
مجھے مایوس بھی کرتی نہیں ہے,mujhe mys bh kart nah hai
یہی عادت تری اچھی نہیں ہے,yah aadat tir achchh nah hai
بہت سے فائدے ہیں مصلحت میں,bahut se fede hai maslahat me
مگر دل کی تو یہ مرضی نہیں ہے,magar dil k to ye marz nah hai
ہر اک کی داستاں سنتے ہیں جیسے,har ik k dst sunte hai jaise
کبھی ہم نے محبت کی نہیں ہے,kabh ham ne mohabbat k nah hai
ہے اک دروازے بن دیوار دنیا,hai ik darvze bin dvreduniy
مفر غم سے یہاں کوئی نہیں ہے,mafar ham se yah ko nah hai
ہمارے شوق کی یہ انتہا تھی,hamre shauq k ye intih th
قدم رکھا کہ منزل راستا تھی,qadam rakkh ki manzil rst th
بچھڑ کے ڈار سے بن بن پھرا وہ,bichha ke daar se ban ban phir vo
ہرن کو اپنی کستوری سزا تھی,hiran ko apn kastr saz th
کبھی جو خواب تھا وہ پا لیا ہے,kabh jo hvb th vo p liy hai
مگر جو کھو گئی وہ چیز کیا تھی,magar jo kho ga vo chiiz ky th
میں بچپن میں کھلونے توڑتا تھا,mai bachpan me khilaune tot th
مرے انجام کی وہ ابتدا تھی,mire anjm k vo ibtid th
محبت مر گئی مجھ کو بھی غم ہے,mohabbat mar ga mujh ko bh ham hai
مرے اچھے دنوں کی آشنا تھی,mire achchhe dino k shn th
جسے چھو لوں میں وہ ہو جائے سونا,jise chh luu mai vo ho jaae son
تجھے دیکھا تو جانا بد دعا تھی,tujhe dekh to jaan baddu th
مریض خواب کو تو اب شفا ہے,marzehvb ko to ab shif hai
مگر دنیا بڑی کڑوی دوا تھی,magar duniy ba kav dav th
جب آئینہ کوئی دیکھو اک اجنبی دیکھو,jab na ko dekho ik ajnab dekho
کہاں پہ لائی ہے تم کو یہ زندگی دیکھو,kah pe laa hai tum ko ye zindag dekho
محبتوں میں کہاں اپنے واسطے فرصت,mohabbato me kah apne vste fursat
جسے بھی چاہے وہ چاہے مری خوشی دیکھو,jise bh chhe vo chhe mir hush dekho
جو ہو سکے تو زیادہ ہی چاہنا مجھ کو,jo ho sake to ziyda h chhn mujh ko
کبھی جو میری محبت میں کچھ کمی دیکھو,kabh jo mer mohabbat me kuchh kam dekho
