Urdu,Roman_Urdu
کتنا ہے بد نصیب ظفرؔ دفن کے لیے,kitn hai badnasb zafar dafn ke liye
گر رنگ بھبوکا آتش ہے اور بینی شعلۂ سرکش ہے,gar rag bhabk tish hai aur biin sholaesarkash hai
میرے سینے سے لگ کے سو جاؤ,mere siine se lag ke so jaao
سچ کہو کس آنکھ سے دیکھا کہ چاہت کھل گئی,sach kaho kis aakh se dekh ki chhat khul ga
روگ ایسے بھی غم یار سے لگ جاتے ہیں,rog aise bh hameyr se lag jaate hai
تری امید ترا انتظار جب سے ہے,tir umiid tir intizr jab se hai
اس پارک میں آخر اے اکبرؔ میں نے تو ٹہلنا چھوڑ دیا,us park me hir ai akbar mai ne to tahaln chho diy
رند آزاد ہیں ہم کو شب فرقت کیسی,rindezd hai ham ko shabefurqat kais
عذر ان کی زبان سے نکلا,uzr un k zabn se nikl
بوجھ وہ سر سے گرا ہے کہ اٹھائے نہ اٹھے,bojh vo sar se gir hai ki uthe na uthe
لیلی نے نیا جنم لیا ہے,lail ne nay janam liy hai
حق شناسوں کے ہاں خدا ہے عشق,haqshanso ke haa hud hai ishq
اب تو رونے سے بھی دل دکھتا ہے,ab to rone se bh dil dukht hai
پوچھئے مے کشوں سے لطف شراب,pchhiye maikasho se lutfesharb
جہاں یہ کاسۂ گردوں ہے ایک خاک انداز,jah ye ksaegard hai ek hkandz
ڈھونڈھتا تھا جو اک نئی دنیا,dhdht th jo ik na duniy
ہے تو گردش چرخ کی بھی فتنہ انگیزی میں طاق,hai to gardish charh k bh fitnaagez me taaq
فراقؔ اکثر بدل کر بھیس ملتا ہے کوئی کافر,firq aksar badal kar bhes milt hai ko kfir
عشق ہے طرز و طور عشق کے تئیں,ishq hai tarz o taur ishq ke taii
سنا ہوا کو پڑھا ندی کو موسم کو استاد کیا,sun hav ko pah nad ko mausam ko ustd kiy
سچ میں حالیؔ کوئی رسوائی سی رسوائی ہے,sach me hl ko rusv s rusv hai
جنت میں جائیں ہم کہ جہنم میں جائیں ہم,jannat me jaae ham ki jahannam me jaae ham
جس کی گفتار میں نہیں ہے مزا,jis k guftr me nah hai maz
کیا غم ہے اس کو جس کا علیؔ سا امام ہو,ky ham hai us ko jis k al s imaam ho
دست بستہ شہر میں کھولے مری زنجیر کون,dastbasta shahr me khole mir zanjr kaun
جس پیڑ کو آندھی میں بھی ہلتے نہیں دیکھا,jis pe ko dh me bh hilte nah dekh
ظفرؔ میں اپنی حقیقت کہوں تو کس سے کہوں,zafar mai apn haqqat kah to kis se kah
بہ کنار گل ذرا دیکھنا یہ تمہی ہو یا کوئی اور ہے,bakanregul zar dekhn ye tumh ho y ko aur hai
چھوٹے چھوٹے ذہن کے لوگ,chhote chhote zehn ke log
ایمان کی تو یہ ہے کہ ایمان تو گیا,mn k to ye hai ki mn to gay
عاشقی صبر طلب اور تمنا بیتاب,shiq sabrtalab aur tamann betb
عیسی و خضر کیا سبھی یک بار مر گئے,iis o hizr ky sabh yakbr mar gae
حسن بھی کتنا خراب گردش ایام تھا,husn bh kitn harbegardisheayym th
یہ جھجک کس لئے اک کشتۂ دیدار تو ہے,ye jhijak kis liye ik kushtaeddr to hai
رکھ لیجو میرے دعوی وارستگی کی شرم,rakh liijo mere dvaevrastag k sharm
دم نظارہ وہ رخ درد سا چمکتا تھا,damenazra vo ruh dard s chamakt th
میاں عزت ہماری جا رہی ہے,miy izzat hamr j rah hai
میں اپنے مٹنے کے غم میں نالاں ادھر زمانہ ہے شاد و خنداں,mai apne mitne ke ham me nl udhar zamna hai shaad o hand
یہ ظلم بے نہایت دشوار تر کہ خوباں,ye zulmebenihyat dushvrtar ki hb
میں بھی کبھو کسو کا سر پر غرور تھا,mai bh kabh kis k sarepurhurr th
سو وہ بھی گوارا ہوا چاہتا ہے,so vo bh gavr hu chht hai
لیکن یہ قیامت کی تم نے گھر سے جو نکلنا چھوڑ دیا,lekin ye qaymat k tum ne ghar se jo nikaln chho diy
صبا پھر ہمیں پوچھتی پھر رہی ہے,sab phir hame pchht phir rah hai
کہ جیوں آہو کوں کرتے ہیں شکار آہستہ آہستہ,ki jyuu aah kuu karte hai shikr histahista
تو کس امید پہ کہیے کہ آرزو کیا ہے,to kis umiid pe kahiye ki aarz ky hai
تمہاری یاد کے جب زخم بھرنے لگتے ہیں,tumhr yaad ke jab zahm bharne lagte hai
بندھا ہے عقدۂ خاطر سے پیماں خاکساری کا,badh hai uqdaehtir se paim hksr k
نئے منصور ہیں صدیوں پرانے شیخ و قاضی ہیں,nae mansr hai sadiyo purne shehoqz hai
وصل کی شب تھی تو کس درجہ سبک گزری تھی,vasl k shab th to kis darja subuk guzr th
تو شربت کے سے گھونٹ آب دم خنجر میں آویں گے,to sharbat ke se ght bedamehanjar me vege
زندگی بھر تو کتابوں کا سفر میں نے کیا,zindagbhar to kitbo k safar mai ne kiy
آدمی کو بھی میسر نہیں انساں ہونا,aadm ko bh mayassar nah ins hon
یہ کسی نے ظلم بھی ہے سنا کہ دی پھانسی لوگوں کو بے گناہ,ye kis ne zulm bh hai sun ki d phs logo ko begunh
رہے گی وعدوں میں کب تک اسیر خوشحالی,raheg vaado me kab tak asiir hushhl
دوستی کی تو نبھائی نہ گئی دشمنی میں بھی عداوت نہ ہوئی,dost k to nibh na ga dushman me bh advat na hu
ہم محبت سے محبت کا صلہ دیتے ہیں,ham mohabbat se mohabbat k sila dete hai
شام تیرے دیار میں آخر,shaam tere dayr me hir
ایک وہ دن جب شاموں کی بھی پلکیں بوجھل رہتی تھیں,ek vo din jab shmo k bh palke bojhal raht thii
ہر نظر داستان مریم ہے,har nazar dstnemaryam hai
سو پھر بگڑی پہلی ہی صحبت کے بعد,so phir big pahl h sohbat ke baad
ڈرتا ہوں دیکھ کر دل بے آرزو کو میں,dart huu dekh kar dileberz ko mai
عداوتیں تھیں، تغافل تھا، رنجشیں تھیں بہت,advate th tahful thaa ranjishe thii bahut
خلوص تو ہے مگر اعتبار جاتا رہا,huls to hai magar etibr jaat rah
اٹھا کے سر مجھے اتنا تو دیکھ لینے دے,uth ke sar mujhe itn to dekh lene de
چھینا جھپٹی میں افق کھلتا گیا جاتے ہوئے,chhnjhapt me ufuq khult gay jaate hue
کچھ چورس تھیں کچھ گول کبھی,kuchh chauras thii kuchh gol kabh
اس کی شمشیر تیز ہے ہمدم,us k shamshr tez hai hamdam
جیسے چھنتی ہو ستاروں کی کرن کیا کہنا,jaise chhant ho sitro k kiran ky kahn
اب اس سے بڑھ کے کیا ہو وراثت فقیر کی,ab is se bah ke ky ho virsat faqr k
تیرے بھائی کو چاہا اب تیری کرتا ہوں پا بوسی,tere bhaa ko chh ab ter kart huu pbos
حکومتوں کو بدلنا تو کچھ محال نہیں,hukmato ko badaln to kuchh muhl nah
کی مرے قتل کے بعد اس نے جفا سے توبہ,k mire qatl ke baad us ne jaf se tauba
آیا نہ راس نالۂ دل کا اثر مجھے,aay na raas nlaedil k asar mujhe
سر بہ پاۓ بت نا نہادہ رکھتے ہیں,sarebapebutennihda rakhte hai
کسی چراغ کے بس میں دھواں نہیں ہوتا,kis charh ke bas me dhu nah hot
زہر ملتا ہی نہیں مجھ کو ستم گر ورنہ,zahr milt h nah mujh ko sitamgar varna
روویں گے سونے کو ہم سایے بہت,rovege sone ko hamse bahut
راہ میں ہم ملیں کہاں بزم میں وہ بلائے کیوں,raah me ham mile kah bazm me vo bule kyuu
میں ایک قطرہ ہوں تنہا تو بہہ نہیں سکتا,mai ek qatra huu tanh to bah nah sakt
عشق کا آغاز بھی شائستۂ انجام تھا,ishq k hz bh shistaeanjm th
فیضؔ آتے ہیں رہ عشق میں جو سخت مقام,faiz aate hai raheishq me jo saht maqm
حادثوں کا حساب ہے اپنا,hdso k hisb hai apn
لے سانس بھی آہستہ کہ نازک ہے بہت کام,le saas bh hista ki nzuk hai bahut kaam
جو نہ آیا اسے کوئی زنجیر در,jo na aay use ko zanjredar
انسان کو ہے خانۂ ہستی میں لطف کیا,insn ko hai hnaehast me lutf ky
تم چشم حقیقت سے اگر آپ کو دیکھو,tum chashmehaqqat se agar aap ko dekho
رگوں میں گردش خوں ہے اگر تو کیا حاصل,rago me gardisheh hai agar to ky hsil
دور ہنگامۂ نشاط نہ پوچھ,daurehagmaenasht na pchh
توڑا جو تو نے آئنہ تمثال دار تھا,to jo t ne aaina timsldr th
پر اسرار سی میری عرض تمنا,purasrr s mer arzetamann
پہلے پہلے ہوس اک آدھ دکاں کھولتی ہے,pahle pahle havas ikdh duk kholt hai
ہم کہاں کے دانا تھے کس ہنر میں یکتا تھے,ham kah ke daan the kis hunar me yakt the
کوئی اگر پوچھتا یہ ہم سے بتاتے ہم گر تو کیا بتاتے,ko agar pchht ye ham se batte ham gar to ky batte
اس بلغمی مزاج کو گرمی ہی راس ہے,is balhammizj ko garm h raas hai
عشق ہے پیارے کھیل نہیں ہے,ishq hai pyre khel nah hai
میں جبھی تک تھا کہ تیری جلوہ پیرائی نہ تھی,mai jabh tak th ki ter jalvapair na th
سو میں ہوتا ہے اک غلام خراب,sau me hot hai ik hulm harb
مجھ سے مل کر اداس بھی ہو کیا,mujh se mil kar udaas bh ho ky
تھا جو کچھ عہد سو او عاشق دلگیر نہ توڑ,th jo kuchh ahd so o shiqedilgr na to
انہیں گل رنگ دریچوں سے سحر جھانکے گی,inh gulrag darcho se sahar jhkeg
بس طے یہ ہوا کہ میں برا ہوں,bas tai ye hu ki mai bur huu
چھوٹ گلے تیرے اے ظالم صبر کہاں بے صبروں کو,chht gale tere ai zlim sabr kah besabro ko
نالۂ بلبل کا درد اور خندۂ گل کا نمک,nlaebulbul k dard aur handaegul k namak
ہائے کیا لوگ تھے وہ لوگ پری چہرہ لوگ,haae ky log the vo log parchehra log
ہمیشہ چاہتا ہے دل کہ مل کر کیجے مے نوشی,hamesha chht hai dil ki mil kar kiije mainosh
ہم سے پیمان وفا باندھتے ہیں,ham se paimnevaf bdhte hai
عزم تسخیر پھر اے شیخ زمن کس کا ہے,azmetashr phir ai shehezaman kis k hai
بے نام مسافت ہی مقدر ہے تو کیا غم,benm masfat h muqaddar hai to ky ham
ہم اشکوں میں کائنات کے نوک قلم کو ڈبو لیں ہیں,ham ashko me kent ke nokeqalam ko dubo le hai
اتنی چھوٹی عمروں کی بچیاں نہیں کھلتیں,itn chhot umro k bachchiy nah khult
ہم غریبوں کی آن بان میں کیا,ham harbo k nbn me ky
سراپا رہن عشق و نا گزیر الفت ہستی,sarp rehneishqonguzreulfatehast
وہ اور ہوں گے جنہیں مسکرا کے لوٹ لیا,vo aur hoge jinhe muskur ke luut liy
جو آنسوؤں میں کبھی رات بھیگ جاتی ہے,jo suo me kabh raat bhiig jaat hai
تن کی دولت چھاؤں ہے آتا ہے دھن جاتا ہے دھن,tan k daulat chhv hai aat hai dhan jaat hai dhan
دبی دبی ترے لب سے ہنسی نکلتی ہے,dab dab tire lab se has nikalt hai
غم نہیں ہوتا ہے آزادوں کو بیش از یک نفس,ham nah hot hai zdo ko besh azyaknafas
تمہیں تو دل لگی ہوتی غریبوں پر ستم ہوتا,tumhe to dillag hot harbo par sitam hot
جو بھی میں کہتا گیا حسن بیاں بنتا گیا,jo bh mai kaht gay husnebay bant gay
ایک بچے کی طرح سے اسے ہنستا دیکھوں,ek bachche k tarah se use hast dekh
نئے پہلو نکلتے جا رہے ہیں,nae pahl nikalte j rahe hai
دود شمع کشتہ تھا شاید خط رخسار دوست,ddeshamekushta th shyad hateruhsredost
بہ جیب ہر نگہ پنہاں ہے حاصل رہنمائی کا,bajebeharnigah pinh hai hsil rahnum k
لکھا ہوا کردار کہانی میں ہی چلتا پھرتا ہے,likh hu kirdr kahn me h chalt phirt hai
حسن کو کھینچ تو لیتا ہے ابھی تک لیکن,husn ko khch to let hai abh tak lekin
مانو کہا جفا نہ کرو تم وفا کے بعد,maano kah jaf na karo tum vaf ke baad
نگہ لبریز اشک و سینہ معمور تمنا ہو,nigah labrezeashk o siina maamretamann ho
ہر چند ہر ایک شے میں تو ہے,harchand har ek shai me t hai
مہمان نظر اس دم ایک برق تجلی ہے,mehmnenazar is dam ek barqetajall hai
زمانہ آیا ہے بے حجابی کا عام دیدار یار ہوگا,zamna aay hai behijb k aam ddreyr hog
جگر کیا ہم نہیں رکھتے کہ کھودیں جا کے معدن کو,jigar ky ham nah rakhte ki khode j ke maadan ko
توجہ برق کی حاصل رہی ہے,tavajjoh barq k hsil rah hai
کام اپنا تمام کرتے ہیں,kaam apn tamm karte hai
نہ رہے ہم تو جہاں کیا ہوگا,na rahe ham to jah ky hog
جس کے مست و خراب ہیں ہم لوگ,jis ke mastoharb hai ham log
اک عشق نام کا جو پرندہ خلا میں تھا,ik ishq naam k jo parinda hal me th
تکلف بر طرف مل جائے گا تجھ سا رقیب آخر,takalluf bartaraf mil jeg tujh s raqb hir
آخر ہیں کون لوگ جو بخشے ہی جائیں گے,hir hai kaun log jo bahshe h jege
ہے حرف بھی کہیں سے ملے اور کہیں سے دور,hai harf bh kah se mile aur kah se duur
اب نہیں لیتے پری رو زلف بکھرانے کا نام,ab nah lete parr zulf bikhrne k naam
وہی شورش ہے لیکن جیسے موج تہ نشیں کوئی,vah shorish hai lekin jaise maujetahnash ko
اس شہر حیلہ جو میں جو محرم ملے مجھے,is shahrehlaj me jo mahram mile mujhe
اضطراب عمر بے مطلب نہیں آخر کہ ہے,iztirbeumr bematlab nah hir ki hai
جو مجھی کو مجھ سے بہم کرے وہ گریز پا کوئی اور ہے,jo mujh ko mujh se baham kare vo gurezp ko aur hai
سو ہم ان کے نشان تیر ہوئے,so ham un ke nishnetr hue
رہے نہ جان تو قاتل کو خوں بہا دیجے,rahe na jaan to qtil ko hbah diije
بے دلی کا جو کہا حال تو فرماتے ہیں,bedil k jo kah haal to farmte hai
یہ رعایۂ ہند تبہ ہوئی کہوں کیا جو ان پہ جفا ہوئی,ye reyehind tabah hu kah ky jo in pe jaf hu
جس نے ہر درد مرا چھین لیا ہے مجھ سے,jis ne har dard mir chhn liy hai mujh se
الوداع اے بزم انجم ہجر کی شب الفراق,alvida ai bazmeanjum hijr k shab alfirq
رنج بھی ہے فقط ہنسی ہی نہیں,ranj bh hai faqat has h nah
نور چراغ بزم سے جوش سحر ہے آج,nrecharhebazm se joshesahar hai aaj
مجھ کو دیکھتے ہی جب اس کی انگڑائی شرمائی ہے,mujh ko dekhte h jab us k ag sharm hai
میں ہوں خذف تو تو مجھے گوہر شاہوار کر,mai huu hazaf to t mujhe gauhareshhvr kar
ہم ڈوب کر مریں گے حسرت رہے گی تجھ کو,ham duub kar marege hasrat raheg tujh ko
جہنم سے ہم بے قراروں کو کیا,jahannam se ham beqarro ko ky
کہ مرے عدو کو یا رب ملے میری زندگانی,ki mire ad ko y rab mile mer zindagn
پھر کہیں اور مبتلا ہو جائیں,phir kah aur mubtal ho jaae
آئینہ ہے اور وہ ہیں دیکھیے,na hai aur vo hai dekhiye
تیری قربت کے یہ لمحے اسے راس آئیں کیا,ter qurbat ke ye lamhe use raas aae ky
شربت ہی بتاتے ہیں سم کہہ نہیں سکتے,sharbat h batte hai sam kah nah sakte
کاش اس خواب کی تعبیر کی مہلت نہ ملے,kaash is hvb k taabr k mohlat na mile
تم سے کیا کہتے کہ تم نے کیا کیا,tum se ky kahte ki tum ne ky kiy
اگلے وقتوں کا کوئی بادیہ پیما ہوگا,agle vaqto k ko bdiyapaim hog
تو بھی چپ ہے میں بھی چپ ہوں یہ کیسی تنہائی ہے,t bh chup hai mai bh chup huu ye kais tanh hai
